,每个人的身上都有苗苗,星巴克试用可重复使用杯子,男子在机场摆渡车上猥亵少女被拘,赵立坚说美方泼中国脏水是想转移视线,张彬彬问龚俊和曾舜晞是什么狗,马思纯不舍米佧,男子做核磁共振被忘在检查舱,鸭舍失火导致一万只活鸭变烤鸭,你是我的城池营垒全员剧透,美团崩了,利路修 从喜欢到恨只有一步,陈小纭回应怼网友,双胞胎学生过斑马线被撞一死一伤,魏大勋摘头套,别轻易尝试黄瓜减肥,Angelababy短发,速度与激情9确认引进,外交部向全球特别推介湖北,好利来称卷入西藏冒险王事件系谣言,刘诗诗生图,不做厚脸皮,好利来,被男友拍成了一只青蛙,陈卓璇评价张雨绮能力普通却自信,备孕者可以接种新冠疫苗,陈建斌蒋勤勤接吻,刘昊然 脉动品牌代言人,沙漠 有机 就是更好有机,视频制作人出道计划,周迅心里话,肖战 满汉大餐是什么,胡歌 9 90 900,杨紫撑起年轻,坦克硬闯潮流发布会,基金人滚雪球日常,来逛糖酒会我都走瘦了,王一博连续六年为汪涵庆生,日本大阪将取消奥运火炬传递活动,山河令演唱会批复,房产税
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,-0.0003949246540178031,4.130672445934458e-05,0.0,-0.00036863361091543645,-2.857425878377562e-05,0.00205768158746622,0.000338016436249422,0.0012603778821025369,0.0006977524476483588,0.003262316586124747,-0.0033001421275267173,0.0044900322254364244,0.004042194977255331,0.0011333408443818804,0.001434104391882629,-0.00044101077773439634,0.04634554724193074,-0.008867777292301704,0.04109533130506793,0.0005173565897438337,0.0,0.001552143065409739,0.0002596778957684176,0.0008272593963780661,-0.014329146823254257,-6.284618771268402e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.058607617176941185,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,-0.0034146258868150703,-0.0006526192888928195,0.0,0.23074190079039925,0.2298369506203648,-0.004083489001711849,-0.0032813348258682318,0.007879571779977113,-0.0034944508769771954,0.0989015155197388,-0.01828387181402158,0.22793330391976085,0.2264303081783472,0.22600051691267709,0.08242054555019562,0.22819615325860987,0.007395508717418675,0.11915739964081151,-0.029757607140290188,0.0037209089801388817,0.0,0.23309432244829442,-0.003926968290680843,-0.001705781377096538,0.22703099869575616,0.00036275459856360825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.015059712211080711,0.0,0.0
45,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2.6254289986068162,0.00039403166030616,0.0,-0.27589918911624234,0.0016512232373269153,0.000578187626784743,3.213408912716709e-05,0.0008845775282932955,0.00012690266681869566,0.0025070128243347423,0.00021120006896335752,0.0014600238855819736,0.0029445317679137606,0.001478021815602082,-0.000760691260061841,0.00332423283071992,-0.002510570122545852,0.0018905735710537108,-0.0019479073674923963,0.0005637303623806655,0.0,0.00195168017628089,0.00021035647331602014,0.0003487999352296267,0.0036844531777351364,3.824273277097667e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.07805934519373059,1.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
52,-0.7252367194584449,-1.0,0.0,-0.621170066910048,-0.6594460974131212,-0.3161877338347927,-0.4383752241280695,-0.5977573110629018,-0.5913821904811795,-0.685332530930596,-0.2509949085675256,-0.7154599710776178,-0.6616154774417066,-0.6598389624996699,-0.5074863341663784,-0.6565640310547862,-0.44868871455298975,-0.6513857676756705,0.049946125574853895,0.005471094196090487,0.0,-0.7175034166417946,-0.0019124546442025325,0.001991371976238998,-0.6525915814820211,-0.002992720842482477,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6468009638940518,1.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
57,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.13596734350437623,1.0,0.0,-1.0,1.8982397028405877,0.46190843127762515,0.7737797586694206,1.5127063049114726,1.43797308962244,2.1035358846441823,1.0,2.41031194645094,1.9040810973729863,1.883698997999653,1.0404807898025186,1.8815603329798467,0.8272329561137179,1.8654043202088797,-0.1134944511164041,0.0052188445538490225,0.0,2.4271816586917416,0.0010564705201308033,0.0013027143796373597,1.861501751535767,0.00012123254456830601,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6533325768428817,2.4301500693412446,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,-1.0,-0.004706322710621658,0.0,0.0,-0.21055674457810936,-0.01057134235473467,-0.012299087487057436,-0.0015948042004061413,-0.010591630928871054,-0.1866653293865499,-0.02167393015616137,-0.2498031978628057,-0.1449362395264232,-0.22357525610904305,-0.04485641888683323,-0.17818576782639617,-0.010362436018377497,-0.10364937122449469,-0.034562172311116135,0.004118137812442857,0.0,-0.25603516323760744,-0.003535585722340251,-0.00602577463190157,-0.23278916402913108,-0.004984998435125454,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.4104390722677863,-0.23656471443085514,1.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,-0.011083120639546973,0.0,0.0,-0.570458203584733,-0.2673943998082967,-0.3918389340648575,-0.5558000996075825,-0.5469442758171077,-0.5482498775186444,-0.04566346540684019,-0.5345143127064567,-0.5963696235089624,-0.5573507829160806,-0.48509088652846155,-0.5878671228700673,-0.4458201333594852,-0.6077097873721798,-0.0019100439685550974,0.00041094672411956523,1.0,-0.5420975324110271,-0.00010155754453589072,0.0005869790678734166,-0.5663867810608171,-0.0006562727561804094,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3424714919916435,-0.5862671996917243,-0.11275931967540298
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,-0.00864318010866194,0.0,1.0,1.845863645499553,0.34791458855395785,0.6184669083098402,1.250985840671802,1.1683346150336935,1.9043717123626234,1.0774495303948073,1.7397358342813058,1.7802222523190498,1.881871258795718,1.0228780737245886,1.908246174626766,0.8341307024284641,1.824139665643898,0.03882646509661836,0.0003211536436373841,0.03302240922078137,1.7284833503604267,-0.0032031600953228434,-0.0062530357403906,1.8142373510179475,-0.004521165867797605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.271002613477605,1.3680240682839533
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
